Nombre del apartamento;URL;Precio;Area;Habitaciones;Baños;CONTACTO
Apartamento en Arriendo, CEDRITOS, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-2-habitaciones-2-banos-1-garajes/252-M4751620;$1.800.000;43 m²;2;2;Contactar
Apartamento en Arriendo, Santa Helenita, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-boyaca-2-habitaciones-2-banos-1-garajes/3424-M4624699;$1.800.000;89 m²;2;2;Contactar
Apartamento en Arriendo, SAN GABRIEL NORTE Santa Bárbara, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-gabriel-norte-2-habitaciones-3-banos-2-garajes/MC4709512;$1.800.000;64 m²;2;3;Contactar
Apartamento en Arriendo, Palermo, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-palermo-2-habitaciones-1-banos-1-garajes/164-M4618403;$1.800.000;50 m²;2;1;Contactar
Apartamento en Arriendo, LOS ANDES ZONA NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-andes-norte-2-habitaciones-1-banos/MC4131252;$1.800.000;47 m²;2;1;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-acacias-usaquen-2-habitaciones-2-banos-1-garajes/34-M4275634;$1.800.000;63 m²;2;2;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-acacias-usaquen-2-habitaciones-2-banos-1-garajes/133-M4073957;$1.800.000;50 m²;2;2;Contactar
Apartamento en Arriendo, La Victoria Norte, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-victoria-norte-2-habitaciones-2-banos/2361-M4733946;$1.800.000;67 m²;2;2;Contactar
Apartamento en Arriendo, LA CALLEJA ALCALA, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-country-club-2-habitaciones-3-banos-1-garajes/4058-M4438260;$1.800.000;71 m²;2;3;Contactar
Apartamento en Arriendo, JOSE JOAQUIN VARGAS Metrópolis, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-jose-joaquin-vargas-2-habitaciones-2-banos-1-garajes/MC4741065;$1.800.000;140 m²;2;2;Contactar
Apartamento en Arriendo, El Vergel, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-tintal-2-habitaciones-2-banos-1-garajes/10202-M4726152;$1.800.000;58 m²;2;2;Contactar
Apartamento en Arriendo, EL CONTADOR, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-contador-2-habitaciones-2-banos-1-garajes/MC4663582;$1.800.000;64 m²;2;2;Contactar
Apartamento en Arriendo, Belen, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-prado-veraniego-sur-2-habitaciones-1-banos/10366-M4723234;$1.800.000;57 m²;2;1;Contactar
Apartamento en Arriendo, Gratamira, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-plan-2-habitaciones-1-banos-1-garajes/2214-M4555481;$1.800.000;56 m²;2;1;Contactar
Apartamento en Arriendo, Lisboa Usaquen, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-lisboa-2-habitaciones-2-banos-1-garajes/920-M4756649;$1.800.000;60 m²;2;2;Contactar
Apartamento en Arriendo, Belmira Del Country, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-acasias-2-habitaciones-2-banos-1-garajes/330-M4537728;$1.810.000;77 m²;2;2;Contactar
Apartamento en Arriendo, La Calleja, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-2-habitaciones-2-banos-1-garajes/35-M4745374;$1.820.000;49 m²;2;2;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-acacias-usaquen-2-habitaciones-2-banos-1-garajes/MC4662262;$1.820.000;64 m²;2;2;Contactar
Apartamento en Arriendo, Palermo Teusaquillo, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-palermo-2-habitaciones-1-banos-1-garajes/646-M4748922;$1.830.000;57 m²;2;1;Contactar
Apartamento en Arriendo, SANTA ISABEL CENTRO Centro y Zona Colonial, Bogotá …;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-isabel-2-habitaciones-1-banos/MC4731017;$1.850.000;55 m²;2;1;Contactar
Apartamento en Arriendo, Ciudad Jardin, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-restrepo-2-habitaciones-2-banos-1-garajes/183-M4745608;$1.850.000;74 m²;2;2;Contactar
Apartamento en Arriendo, San Cristobal, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-teresa-2-habitaciones-2-banos-1-garajes/164-M4748495;$1.850.000;50.34 m²;2;2;Contactar
Apartamento en Arriendo, VICTORIA NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-victoria-norte-2-habitaciones-2-banos-1-garajes/252-M4754631;$1.850.000;70 m²;2;2;Contactar
Apartamento en Arriendo, Hayuelos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-tintal-asd-2-habitaciones-1-banos/2214-M4696504;$1.850.000;48 m²;2;1;Contactar
Apartamento en Arriendo, Polo Club, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-polo-club-2-habitaciones-2-banos-1-garajes/10366-M4687555;$1.850.000;54 m²;2;2;Contactar
Apartamento en Arriendo, Barrancas Usaquen, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-barrancas-norte-2-habitaciones-2-banos-1-garajes/399-M4653199;$1.850.000;61 m²;2;2;Contactar
Apartamento en Arriendo, Chapinero Alto, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-maria-cristina-2-habitaciones-1-banos/3424-M4064102;$1.850.000;60 m²;2;1;Contactar
Apartamento en Arriendo, Hayuelos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-tintal-asd-2-habitaciones-1-banos/2214-M4696506;$1.850.000;48 m²;2;1;Contactar
Apartamento en Arriendo, MUEQUETA Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-muequeta-2-habitaciones-2-banos-1-garajes/MC4733157;$1.850.000;59.5 m²;2;2;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedro-narvaez-2-habitaciones-1-banos-2-garajes/MC2195164;$1.850.000;65 m²;2;1;Contactar
Apartamento en Arriendo, SAN PATRICIO MB SAS, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-1-banos-1-garajes/3340-M4711999;$1.850.000;65.25 m²;2;1;Contactar
Apartamento en Arriendo, Las Nieves, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-nieves-2-habitaciones-2-banos/507-M4699957;$1.850.200;34.19 m²;2;2;Contactar
Apartamento en Arriendo, Colina Campestre, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-iberia-2-habitaciones-2-banos-1-garajes/507-M4722121;$1.884.000;56 m²;2;2;Contactar
Apartamento en Arriendo, Niza, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-prado-veraniego-sur-2-habitaciones-1-banos/183-M4547060;$1.900.000;80 m²;2;1;Contactar
Apartamento en Arriendo, Chico Norte, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-1-garajes/73-M4733830;$1.900.000;72 m²;2;2;Contactar
Apartamento en Arriendo, Marly, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-marly-2-habitaciones-2-banos/133-M4709309;$1.900.000;80 m²;2;2;Contactar
Apartamento en Arriendo, Santa Barbara, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-1-banos-1-garajes/34-M4338074;$1.900.000;42.99 m²;2;1;Contactar
Apartamento en Arriendo, ALTOS DE USAQUEN, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-3-banos-2-garajes/3032-M2091756;$1.900.000;99 m²;2;3;Contactar
Apartamento en Arriendo, CEDRITOS CONTADOR, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-2-habitaciones-3-banos-1-garajes/4754-M4642731;$1.900.000;80 m²;2;3;Contactar
Apartamento en Arriendo, CHAPINERO ALTO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-maria-cristina-2-habitaciones-2-banos-1-garajes/4058-M4210144;$1.900.000;60 m²;2;2;Contactar
Apartamento en Arriendo, La Candelaria, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-catedral-2-habitaciones-2-banos/73-M4682426;$1.900.000;76 m²;2;2;Contactar
Apartamento en Arriendo, La Soledad, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-palermo-2-habitaciones-2-banos-1-garajes/164-M4581024;$1.900.000;50 m²;2;2;Contactar
Apartamento en Arriendo, PRADO VERANIEGO NORTE Colina y Alrededores, Bogotá…;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-prado-veraniego-norte-2-habitaciones-2-banos-1-garajes/MC4738242;$1.900.000;64 m²;2;2;Contactar
Apartamento en Arriendo, Colina, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-helena-et-i-2-habitaciones-2-banos-1-garajes/416-M4620322;$1.900.000;67 m²;2;2;Contactar
Apartamento en Arriendo, JAVERIANA, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pardo-rubio-2-habitaciones-2-banos-1-garajes/508-M3010110;$1.900.000;60 m²;2;2;Contactar
Apartamento en Arriendo, SANTA PAULA, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-2-banos-1-garajes/4754-M3824555;$1.900.000;80 m²;2;2;Contactar
Apartamento en Arriendo, CHAPINERO ALTO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-maria-cristina-2-habitaciones-2-banos-1-garajes/4058-M4202115;$1.900.000;60 m²;2;2;Contactar
Apartamento en Arriendo, SANTA BARBARA CENTRAL, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-2-banos/898-M4480107;$1.900.000;70 m²;2;2;Contactar
Apartamento en Arriendo, Los Andes, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-alamos-2-habitaciones-1-banos/10366-M4706224;$1.900.000;60 m²;2;1;Contactar
Apartamento en Arriendo, Iberia, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-ciudad-jardin-norte-2-habitaciones-2-banos-1-garajes/10366-M4579891;$1.900.000;100 m²;2;2;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedros-oriental-2-habitaciones-1-banos-1-garajes/16305-M4730082;$1.900.000;42 m²;2;1;Contactar
Apartamento en Arriendo, Lisboa, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-lisboa-2-habitaciones-2-banos-2-garajes/3858-M3271549;$1.900.000;78 m²;2;2;Contactar
Apartamento en Arriendo, PUENTE LARGO PASADENA Niza Alhambra, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-estoril-2-habitaciones-2-banos-1-garajes/MC4637545;$1.900.000;65 m²;2;2;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-caobos-salazar-2-habitaciones-2-banos-1-garajes/183-M4652195;$1.925.000;54 m²;2;2;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-na-2-habitaciones-2-banos-2-garajes/15922-M4726959;$1.940.000;85 m²;2;2;Contactar
Apartamento en Arriendo, CEDRITOS, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-acacias-usaquen-2-habitaciones-1-banos-1-garajes/16292-M4735451;$1.950.000;55 m²;2;1;Contactar
Apartamento en Arriendo, Chapinero Norte, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chapinero-norte-2-habitaciones-2-banos-1-garajes/3325-M4733266;$1.950.000;70 m²;2;2;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-2-habitaciones-2-banos-1-garajes/133-M4729298;$1.950.000;60 m²;2;2;Contactar
Apartamento en Arriendo, NUEVA AUTOPISTA LOS CEDROS, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedros-edif-mirador-de-santa-coloma-2-habitaciones-2-banos-1-garajes/14836-M4754942;$1.950.000;73 m²;2;2;Contactar
Apartamento en Arriendo, PUENTE LARGO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-puente-largo-2-habitaciones-1-banos-1-garajes/482-M4589216;$1.950.000;60 m²;2;1;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-2-habitaciones-2-banos-1-garajes/416-M4702153;$1.950.000;77 m²;2;2;Contactar
Apartamento en Arriendo, LA CALLEJA USAQUEN, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-prados-de-la-calleja-2-habitaciones-1-banos-1-garajes/MC4754329;$1.950.000;60 m²;2;1;Contactar
Apartamento en Arriendo, EL CONTADOR ALCALA, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-contador-2-habitaciones-2-banos-1-garajes/15514-M4682866;$1.999.000;72 m²;2;2;Contactar
Apartamento en Arriendo, Pasadena, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pasadena-2-habitaciones-2-banos-1-garajes/293-M4625102;$1.999.000;52 m²;2;2;Contactar
Apartamento en Arriendo, Chico, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et-ii-2-habitaciones-1-banos-1-garajes/MC4673713;$2.000.000;63 m²;2;1;Contactar
Apartamento en Arriendo, NIZA PUENTE LARGO Chicó, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-puente-largo-2-habitaciones-2-banos-1-garajes/MC4705248;$2.000.000;65 m²;2;2;Contactar
Apartamento en Arriendo, Contador, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-contador-2-habitaciones-1-banos-1-garajes/603-M4687567;$2.000.000;52 m²;2;1;Contactar
Apartamento en Arriendo, Las Nieves, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-nieves-2-habitaciones-2-banos/5175-M4630847;$2.000.000;38 m²;2;2;Contactar
Apartamento en Arriendo, alambra, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-monaco-2-habitaciones-3-banos-1-garajes/898-I1864788;$2.000.000;87 m²;2;3;Contactar
Apartamento en Arriendo, LISBOA, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-nuevo-contry-2-habitaciones-2-banos-1-garajes/4969-M4671503;$2.000.000;70 m²;2;2;Contactar
Apartamento en Arriendo, La Alhambra, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-monaco-2-habitaciones-2-banos-1-garajes/5168-M4589469;$2.000.000;81 m²;2;2;Contactar
Apartamento en Arriendo, Engativa, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bonanza-2-habitaciones-2-banos-1-garajes/11813-M4755621;$2.000.000;50 m²;2;2;Contactar
Apartamento en Arriendo, EL BATAN, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-batan-2-habitaciones-2-banos-1-garajes/22-M4611763;$2.000.000;70 m²;2;2;Contactar
Apartamento en Arriendo, Quinta Camacho, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-quinta-camacho-2-habitaciones-1-banos/212-M4752395;$2.000.000;77 m²;2;1;Contactar
Apartamento en Arriendo, Centro Historico, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-julio-cesar-turbay-2-habitaciones-2-banos/16468-M4721173;$2.000.000;51.56 m²;2;2;Contactar
Apartamento en Arriendo, SAN PATRICIO, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-2-habitaciones-2-banos-1-garajes/11256-M4751368;$2.000.000;55 m²;2;2;Contactar
Apartamento en Arriendo, santa barbara molinos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-campo-alegre-2-habitaciones-2-banos-1-garajes/3312-M4725594;$2.000.000;80 m²;2;2;Contactar
Apartamento en Arriendo, LA PRADERA NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pradera-norte-2-habitaciones-2-banos-1-garajes/3038-M3007881;$2.000.000;73 m²;2;2;Contactar
Apartamento en Arriendo, LA PRADERA NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pradera-norte-2-habitaciones-2-banos-1-garajes/3038-M2999885;$2.000.000;73 m²;2;2;Contactar
Apartamento en Arriendo, Chico, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et-ii-2-habitaciones-2-banos-1-garajes/35-M4538923;$2.000.000;84 m²;2;2;Contactar
Apartamento en Arriendo, el recuerdo quinta paredes Centro Nariño, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-recuerdo-2-habitaciones-2-banos-1-garajes/MC4634189;$2.000.000;62 m²;2;2;Contactar
Apartamento en Arriendo, NUEVA COLINA CAMPESTRE Colina y Alrededores, Bogot…;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-prado-veraniego-norte-2-habitaciones-2-banos-1-garajes/MC4701056;$2.000.000;40 m²;2;2;Contactar
Apartamento en Arriendo, ALTABLANCA , Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-millan-2-habitaciones-2-banos-1-garajes/MC2758914;$2.000.000;66 m²;2;2;Contactar
Apartamento en Arriendo, Hayuelos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-ferrocaja-2-habitaciones-2-banos-1-garajes/MC4678060;$2.000.000;75 m²;2;2;Contactar
Apartamento en Arriendo, La Camelia, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-camelia-2-habitaciones-1-banos/183-M4727590;$2.000.000;100 m²;2;1;Contactar
Apartamento en Arriendo, Tejares Del Norte, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-guacani-2-habitaciones-2-banos-1-garajes/183-M4694363;$2.000.000;65 m²;2;2;Contactar
Apartamento en Arriendo, Localidad De Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-ingemar-2-habitaciones-2-banos-2-garajes/11813-M4751951;$2.000.000;80 m²;2;2;Contactar
Apartamento en Venta y Arriendo, SANTA PAULA, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-molinos-norte-2-habitaciones-2-banos-1-garajes/717-M2835458;$2.000.000;55 m²;2;2;Contactar
Apartamento en Arriendo, Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-banco-central-2-habitaciones-2-banos-1-garajes/2363-M4703666;$2.000.000;58 m²;2;2;Contactar
Apartamento en Arriendo, CHAPINERO MARLY Chapinero, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chapinero-norte-2-habitaciones-2-banos-1-garajes/MC2822050;$2.000.000;75 m²;2;2;Contactar
Apartamento en Arriendo, Usaquen, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-2-habitaciones-2-banos-1-garajes/11813-M4725170;$2.000.000;56 m²;2;2;Contactar
Apartamento en Arriendo, Quinta Camacho, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-quinta-camacho-2-habitaciones-2-banos/10323-M4710774;$2.000.000;68 m²;2;2;Contactar
Apartamento en Arriendo, La Soledad, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-soledad-2-habitaciones-1-banos/2361-M4745472;$2.000.000;85 m²;2;1;Contactar
Apartamento en Arriendo, Alhambra, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-monaco-2-habitaciones-2-banos-1-garajes/10151-M4693421;$2.000.000;72.16 m²;2;2;Contactar
Apartamento en Arriendo, LA PRADERA NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pradera-norte-2-habitaciones-2-banos-1-garajes/3038-M2996882;$2.000.000;73 m²;2;2;Contactar
Apartamento en Arriendo, LA PRADERA NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pradera-norte-2-habitaciones-2-banos-1-garajes/3038-M2973844;$2.000.000;73 m²;2;2;Contactar
Apartamento en Arriendo, LA PRADERA NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pradera-norte-2-habitaciones-2-banos-1-garajes/3038-M2919127;$2.000.000;73 m²;2;2;Contactar
Apartamento en Arriendo, LA PRADERA NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pradera-norte-2-habitaciones-2-banos-1-garajes/3038-M2997521;$2.000.000;73 m²;2;2;Contactar
Apartamento en Arriendo, CHICO SANTA BARBARA, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-campo-alegre-2-habitaciones-1-banos-1-garajes/3147-M4096210;$2.000.000;43 m²;2;1;Contactar
Apartamento en Arriendo, Centro de Bogota, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-victorino-2-habitaciones-2-banos-1-garajes/MC4629524;$2.000.000;70.02 m²;2;2;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedro-salazar-2-habitaciones-2-banos-1-garajes/3325-M4664748;$2.000.000;70 m²;2;2;Contactar
Apartamento en Arriendo, CEDRITOS Chicó, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-2-habitaciones-2-banos-1-garajes/MC4699504;$2.000.000;66.8 m²;2;2;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-acacias-usaquen-2-habitaciones-2-banos-1-garajes/34-M4275599;$2.000.000;63 m²;2;2;Contactar
Apartamento en Arriendo, Villa Magdala, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-estrella-del-norte-2-habitaciones-2-banos-1-garajes/16425-M4625395;$2.000.000;78 m²;2;2;Contactar
Apartamento en Arriendo, San Antonio Norte, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-norte-2-habitaciones-2-banos-1-garajes/15180-M4669428;$2.000.000;60 m²;2;2;Contactar
Apartamento en Arriendo, Urbanizacion Castilla, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-ciudad-techo-2-habitaciones-2-banos-1-garajes/164-M4636136;$2.000.000;60 m²;2;2;Contactar
Apartamento en Arriendo, LA PRADERA NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pradera-norte-2-habitaciones-2-banos-1-garajes/3038-M2952001;$2.000.000;73 m²;2;2;Contactar
Apartamento en Arriendo, LA PRADERA NORTE, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pradera-norte-2-habitaciones-2-banos-1-garajes/3038-M2983727;$2.000.000;73 m²;2;2;Contactar
Apartamento en Arriendo, Santa Barbara Central, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-2-habitaciones-1-banos-1-garajes/3424-M4636781;$2.000.000;60 m²;2;1;Contactar
Apartamento en Arriendo, Cedritos, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-2-habitaciones-2-banos-1-garajes/10278-M4745422;$2.000.000;62 m²;2;2;Contactar
Apartamento en Arriendo, La Castellana, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-castellana-2-habitaciones-2-banos-1-garajes/350-M4723553;$2.050.000;76 m²;2;2;Contactar
Apartamento en Arriendo, ANDES LA FLORESTA Niza Alhambra, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-andes-2-habitaciones-2-banos-2-garajes/MC4710254;$2.050.000;67 m²;2;2;Contactar
Apartamento en Arriendo, Cedritos Usaquen, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-acasias-2-habitaciones-2-banos-1-garajes/73-M4701881;$2.076.000;59 m²;2;2;Contactar
Apartamento en Arriendo, Gran Granada, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-dorado-2-habitaciones-2-banos-1-garajes/2361-M4718010;$2.080.000;58 m²;2;2;Contactar
Apartamento en Arriendo, Centro, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosque-izquierdo-2-habitaciones-2-banos-1-garajes/MC4750788;$2.100.000;58 m²;2;2;Contactar
Apartamento en Arriendo, El Batán, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-batan-2-habitaciones-3-banos-2-garajes/851-M4704670;$2.100.000;77 m²;2;3;Contactar
Apartamento en Arriendo, Prado Pinzon, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-prado-pinzon-2-habitaciones-2-banos-1-garajes/16468-M4677027;$2.100.000;51 m²;2;2;Contactar
Apartamento en Arriendo, Batan, Bogotá D.C.;https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-batan-2-habitaciones-1-banos/16468-M4721666;$2.100.000;52 m²;2;1;Contactar
